SAG_input_SobhaniFig11/tasksets_01/task_set_1.csv,  0,  10,  11,  11,  10,  1,  0.000047,  16.519531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_10.csv,  1,  10,  11,  11,  10,  1,  0.000049,  16.519531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_100.csv,  0,  10,  11,  11,  10,  1,  0.000101,  16.519531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_1000.csv,  0,  10,  11,  11,  10,  1,  0.000040,  16.519531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_101.csv,  0,  10,  11,  11,  10,  1,  0.000151,  16.519531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_102.csv,  1,  10,  11,  11,  10,  1,  0.000179,  16.394531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_103.csv,  0,  10,  11,  11,  10,  1,  0.000161,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_104.csv,  1,  10,  11,  11,  10,  1,  0.000137,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_105.csv,  0,  10,  11,  11,  10,  1,  0.000022,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_106.csv,  1,  10,  11,  11,  10,  1,  0.000034,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_107.csv,  0,  10,  11,  11,  10,  1,  0.000037,  16.519531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_108.csv,  0,  10,  11,  11,  10,  1,  0.000047,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_109.csv,  1,  10,  11,  11,  10,  1,  0.000038,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_11.csv,  1,  10,  11,  11,  10,  1,  0.000039,  16.519531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_110.csv,  1,  10,  11,  11,  10,  1,  0.000019,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_111.csv,  1,  10,  11,  11,  10,  1,  0.000022,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_112.csv,  1,  10,  11,  11,  10,  1,  0.000035,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_113.csv,  1,  10,  11,  11,  10,  1,  0.000036,  16.519531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_114.csv,  1,  10,  11,  11,  10,  1,  0.000019,  16.519531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_115.csv,  1,  10,  11,  11,  10,  1,  0.000033,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_116.csv,  1,  10,  11,  11,  10,  1,  0.000022,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_117.csv,  0,  10,  11,  11,  10,  1,  0.000029,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_118.csv,  1,  10,  11,  11,  10,  1,  0.000034,  16.519531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_119.csv,  1,  10,  11,  11,  10,  1,  0.000031,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_12.csv,  1,  10,  11,  11,  10,  1,  0.000031,  16.519531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_120.csv,  0,  10,  11,  11,  10,  1,  0.000054,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_121.csv,  1,  10,  11,  11,  10,  1,  0.000032,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_122.csv,  1,  10,  11,  11,  10,  1,  0.000020,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_123.csv,  1,  10,  11,  11,  10,  1,  0.000031,  16.519531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_124.csv,  1,  10,  11,  11,  10,  1,  0.000040,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_125.csv,  1,  10,  11,  11,  10,  1,  0.000031,  16.519531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_126.csv,  0,  10,  11,  11,  10,  1,  0.000128,  16.644531,  0,  4
SAG_input_SobhaniFig11/tasksets_01/task_set_127.csv,  0,  10,  11,  11,  10,  1,  0.000087,  16.644531,  0,  4
