21.95	0.19903	21.95	1	1
21.95	0.1247	21.95	2	1
21.95	0.24619	21.95	3	1
21.95	0.50712	21.95	4	1
21.95	0.77435	21.95	5	1
21.95	0.19047	21.95	6	1
21.95	0.75702	21.95	7	1
21.95	1.1491	21.95	8	1
21.95	0.42995	21.95	9	1
21.95	2.1826	21.95	10	1
125.37	1.5418	125.37	11	2
125.37	0.83928	125.37	12	2
125.37	2.86	125.37	13	2
125.37	3.2522	125.37	14	2
125.37	2.4457	125.37	15	2
125.37	5.149	125.37	16	2
125.37	2.4308	125.37	17	2
125.37	3.3328	125.37	18	2
125.37	0.20267	125.37	19	2
125.37	1.007	125.37	20	2
400.38	17.622	400.38	21	3
400.38	2.7403	400.38	22	3
400.38	21.919	400.38	23	3
400.38	1.6306	400.38	24	3
400.38	12.921	400.38	25	3
400.38	7.7341	400.38	26	3
400.38	1.1802	400.38	27	3
400.38	9.5189	400.38	28	3
400.38	7.674	400.38	29	3
400.38	4.2441	400.38	30	3
477.97	5.8777	477.97	31	4
477.97	20.604	477.97	32	4
477.97	33.455	477.97	33	4
477.97	1.0724	477.97	34	4
477.97	27.832	477.97	35	4
477.97	29.838	477.97	36	4
477.97	3.7378	477.97	37	4
477.97	3.5969	477.97	38	4
477.97	12.632	477.97	39	4
477.97	7.101	477.97	40	4
531.96	7.2321	531.96	41	5
531.96	3.093	531.96	42	5
531.96	9.3009	531.96	43	5
531.96	15.476	531.96	44	5
531.96	0.43727	531.96	45	5
531.96	7.2393	531.96	46	5
531.96	21.94	531.96	47	5
531.96	10.047	531.96	48	5
531.96	16.735	531.96	49	5
531.96	11.952	531.96	50	5
-
717.76	8.8757	717.76	1	1
717.76	30.21	717.76	2	1
717.76	4.4011	717.76	3	1
717.76	7.6855	717.76	4	1
717.76	37.267	717.76	5	1
717.76	33.543	717.76	6	1
717.76	11.352	717.76	7	1
717.76	9.7082	717.76	8	1
717.76	18.637	717.76	9	1
717.76	8.8907	717.76	10	1
800.8	10.913	800.8	11	2
800.8	86.422	800.8	12	2
800.8	13.614	800.8	13	2
800.8	3.9005	800.8	14	2
800.8	5.4382	800.8	15	2
800.8	23.039	800.8	16	2
800.8	19.05	800.8	17	2
800.8	2.2161	800.8	18	2
800.8	18.599	800.8	19	2
800.8	4.6322	800.8	20	2
864.65	0.56967	864.65	21	3
864.65	9.9954	864.65	22	3
864.65	2.5967	864.65	23	3
864.65	17.522	864.65	24	3
864.65	6.6244	864.65	25	3
864.65	82.747	864.65	26	3
864.65	5.8456	864.65	27	3
864.65	23.701	864.65	28	3
864.65	25.916	864.65	29	3
864.65	26.947	864.65	30	3
891.26	5.2133	891.26	31	4
891.26	22.722	891.26	32	4
891.26	26.362	891.26	33	4
891.26	7.264	891.26	34	4
891.26	37.148	891.26	35	4
891.26	44.279	891.26	36	4
891.26	16.944	891.26	37	4
891.26	19.79	891.26	38	4
891.26	3.7679	891.26	39	4
891.26	0.12819	891.26	40	4
994.76	13.99	994.76	41	5
994.76	7.6216	994.76	42	5
994.76	9.4365	994.76	43	5
994.76	9.2001	994.76	44	5
994.76	8.5086	994.76	45	5
994.76	5.0958	994.76	46	5
994.76	67.001	994.76	47	5
994.76	56.123	994.76	48	5
994.76	56.348	994.76	49	5
994.76	52.801	994.76	50	5
-
116.87	3.9756	116.87	1	1
116.87	1.7907	116.87	2	1
116.87	4.5298	116.87	3	1
116.87	1.3087	116.87	4	1
116.87	3.5885	116.87	5	1
116.87	1.3375	116.87	6	1
116.87	2.0859	116.87	7	1
116.87	10.03	116.87	8	1
116.87	2.5837	116.87	9	1
116.87	0.87679	116.87	10	1
117	4.8198	117	11	2
117	2.5866	117	12	2
117	3.3208	117	13	2
117	2.0963	117	14	2
117	1.2575	117	15	2
117	4.4775	117	16	2
117	1.3073	117	17	2
117	2.628	117	18	2
117	6.7183	117	19	2
117	4.1951	117	20	2
245.5	11.74	245.5	21	3
245.5	2.0383	245.5	22	3
245.5	2.6519	245.5	23	3
245.5	14.695	245.5	24	3
245.5	6.8167	245.5	25	3
245.5	4.3557	245.5	26	3
245.5	2.7841	245.5	27	3
245.5	3.7422	245.5	28	3
245.5	4.4318	245.5	29	3
245.5	3.6685	245.5	30	3
309.1	2.4951	309.1	31	4
309.1	3.8634	309.1	32	4
309.1	4.6012	309.1	33	4
309.1	1.3865	309.1	34	4
309.1	1.0534	309.1	35	4
309.1	6.3396	309.1	36	4
309.1	1.4773	309.1	37	4
309.1	21.832	309.1	38	4
309.1	5.4879	309.1	39	4
309.1	2.9745	309.1	40	4
963.32	34.478	963.32	41	5
963.32	14.085	963.32	42	5
963.32	25.925	963.32	43	5
963.32	32.82	963.32	44	5
963.32	8.1771	963.32	45	5
963.32	16.258	963.32	46	5
963.32	18.685	963.32	47	5
963.32	4.3528	963.32	48	5
963.32	13.039	963.32	49	5
963.32	64.578	963.32	50	5
-
588.25	4.6857	588.25	1	1
588.25	12.693	588.25	2	1
588.25	1.9807	588.25	3	1
588.25	0.91694	588.25	4	1
588.25	11.131	588.25	5	1
588.25	32.944	588.25	6	1
588.25	0.33465	588.25	7	1
588.25	9.0103	588.25	8	1
588.25	5.7814	588.25	9	1
588.25	17.489	588.25	10	1
645.85	25.342	645.85	11	2
645.85	7.1599	645.85	12	2
645.85	3.5242	645.85	13	2
645.85	13.408	645.85	14	2
645.85	4.8821	645.85	15	2
645.85	4.0212	645.85	16	2
645.85	0.81822	645.85	17	2
645.85	0.361	645.85	18	2
645.85	18.851	645.85	19	2
645.85	54.795	645.85	20	2
737.28	1.316	737.28	21	3
737.28	52.597	737.28	22	3
737.28	7.5378	737.28	23	3
737.28	14.731	737.28	24	3
737.28	38.679	737.28	25	3
737.28	11.594	737.28	26	3
737.28	27.252	737.28	27	3
737.28	6.9165	737.28	28	3
737.28	11.32	737.28	29	3
737.28	26.936	737.28	30	3
790.14	55.692	790.14	31	4
790.14	30.391	790.14	32	4
790.14	42.026	790.14	33	4
790.14	18.982	790.14	34	4
790.14	5.2691	790.14	35	4
790.14	76.337	790.14	36	4
790.14	48.851	790.14	37	4
790.14	12.915	790.14	38	4
790.14	14.013	790.14	39	4
790.14	9.7849	790.14	40	4
975.67	3.6812	975.67	41	5
975.67	24.962	975.67	42	5
975.67	2.7316	975.67	43	5
975.67	59.343	975.67	44	5
975.67	22.803	975.67	45	5
975.67	14.818	975.67	46	5
975.67	5.14	975.67	47	5
975.67	15.544	975.67	48	5
975.67	5.5918	975.67	49	5
975.67	2.9565	975.67	50	5
-
170.29	3.1011	170.29	1	1
170.29	0.37588	170.29	2	1
170.29	2.1765	170.29	3	1
170.29	6.4868	170.29	4	1
170.29	2.6409	170.29	5	1
170.29	5.4432	170.29	6	1
170.29	7.9805	170.29	7	1
170.29	2.204	170.29	8	1
170.29	7.0018	170.29	9	1
170.29	2.907	170.29	10	1
236.14	0.23046	236.14	11	2
236.14	3.921	236.14	12	2
236.14	14.931	236.14	13	2
236.14	5.7355	236.14	14	2
236.14	5.5476	236.14	15	2
236.14	9.2014	236.14	16	2
236.14	0.19235	236.14	17	2
236.14	0.27803	236.14	18	2
236.14	1.8065	236.14	19	2
236.14	5.7651	236.14	20	2
335.64	26.852	335.64	21	3
335.64	0.93333	335.64	22	3
335.64	0.52084	335.64	23	3
335.64	5.0231	335.64	24	3
335.64	0.45715	335.64	25	3
335.64	2.5979	335.64	26	3
335.64	11.691	335.64	27	3
335.64	17.204	335.64	28	3
335.64	0.24329	335.64	29	3
335.64	1.8223	335.64	30	3
544.43	7.8875	544.43	31	4
544.43	2.1326	544.43	32	4
544.43	3.4238	544.43	33	4
544.43	33.895	544.43	34	4
544.43	19.278	544.43	35	4
544.43	11.834	544.43	36	4
544.43	6.7279	544.43	37	4
544.43	0.92781	544.43	38	4
544.43	7.7347	544.43	39	4
544.43	5.9294	544.43	40	4
702.9	8.1204	702.9	41	5
702.9	8.0298	702.9	42	5
702.9	11.042	702.9	43	5
702.9	95.334	702.9	44	5
702.9	37.899	702.9	45	5
702.9	9.1213	702.9	46	5
702.9	35.721	702.9	47	5
702.9	32.524	702.9	48	5
702.9	13.708	702.9	49	5
702.9	14.001	702.9	50	5
-
286.53	28.468	286.53	1	1
286.53	12.687	286.53	2	1
286.53	3.8313	286.53	3	1
286.53	6.9551	286.53	4	1
286.53	1.0693	286.53	5	1
286.53	3.6976	286.53	6	1
286.53	5.7285	286.53	7	1
286.53	0.60092	286.53	8	1
286.53	5.3764	286.53	9	1
286.53	1.6379	286.53	10	1
475.91	12.137	475.91	11	2
475.91	3.7933	475.91	12	2
475.91	8.3168	475.91	13	2
475.91	15.494	475.91	14	2
475.91	0.73167	475.91	15	2
475.91	0.092562	475.91	16	2
475.91	13.379	475.91	17	2
475.91	4.628	475.91	18	2
475.91	9.7443	475.91	19	2
475.91	4.0758	475.91	20	2
501.39	5.7942	501.39	21	3
501.39	1.2621	501.39	22	3
501.39	2.5991	501.39	23	3
501.39	25.76	501.39	24	3
501.39	1.3372	501.39	25	3
501.39	0.27187	501.39	26	3
501.39	2.9346	501.39	27	3
501.39	18.376	501.39	28	3
