40	1	40	1	1
40	1	40	2	1
40	1	40	3	1
40	3	40	4	1
40	1	40	5	1
40	1	40	6	1
40	1	40	7	1
40	2	40	8	1
40	1	40	9	1
40	1	40	10	1
180	1	180	11	2
180	1	180	12	2
180	1	180	13	2
180	2	180	14	2
180	1	180	15	2
180	4	180	16	2
180	4	180	17	2
180	1	180	18	2
180	4	180	19	2
180	5	180	20	2
450	1	450	21	3
450	7	450	22	3
450	22	450	23	3
450	36	450	24	3
450	8	450	25	3
450	3	450	26	3
450	4	450	27	3
450	9	450	28	3
450	5	450	29	3
450	16	450	30	3
480	4	480	31	4
480	8	480	32	4
480	29	480	33	4
480	11	480	34	4
480	2	480	35	4
480	9	480	36	4
480	3	480	37	4
480	1	480	38	4
480	4	480	39	4
480	7	480	40	4
480	3	480	41	5
480	10	480	42	5
480	1	480	43	5
480	34	480	44	5
480	5	480	45	5
480	5	480	46	5
480	4	480	47	5
480	8	480	48	5
480	9	480	49	5
480	3	480	50	5
-
180	6	180	1	1
180	4	180	2	1
180	7	180	3	1
180	2	180	4	1
180	4	180	5	1
180	3	180	6	1
180	10	180	7	1
180	1	180	8	1
180	2	180	9	1
180	6	180	10	1
240	1	240	11	2
240	2	240	12	2
240	10	240	13	2
240	1	240	14	2
240	2	240	15	2
240	3	240	16	2
240	1	240	17	2
240	3	240	18	2
240	4	240	19	2
240	4	240	20	2
850	16	850	21	3
850	40	850	22	3
850	3	850	23	3
850	7	850	24	3
850	38	850	25	3
850	8	850	26	3
850	6	850	27	3
850	2	850	28	3
850	1	850	29	3
850	5	850	30	3
900	6	900	31	4
900	81	900	32	4
900	11	900	33	4
900	13	900	34	4
900	8	900	35	4
900	1	900	36	4
900	19	900	37	4
900	26	900	38	4
900	11	900	39	4
900	7	900	40	4
900	62	900	41	5
900	7	900	42	5
900	3	900	43	5
900	8	900	44	5
900	48	900	45	5
900	30	900	46	5
900	13	900	47	5
900	62	900	48	5
900	12	900	49	5
900	2	900	50	5
-
240	2	240	1	1
240	5	240	2	1
240	1	240	3	1
240	5	240	4	1
240	6	240	5	1
240	8	240	6	1
240	2	240	7	1
240	7	240	8	1
240	6	240	9	1
240	2	240	10	1
280	13	280	11	2
280	26	280	12	2
280	1	280	13	2
280	10	280	14	2
280	5	280	15	2
280	1	280	16	2
280	5	280	17	2
280	3	280	18	2
280	11	280	19	2
280	4	280	20	2
600	6	600	21	3
600	14	600	22	3
600	1	600	23	3
600	38	600	24	3
600	7	600	25	3
600	29	600	26	3
600	7	600	27	3
600	5	600	28	3
600	22	600	29	3
600	3	600	30	3
750	44	750	31	4
750	1	750	32	4
750	4	750	33	4
750	2	750	34	4
750	9	750	35	4
750	24	750	36	4
750	16	750	37	4
750	5	750	38	4
750	7	750	39	4
750	14	750	40	4
840	1	840	41	5
840	41	840	42	5
840	15	840	43	5
840	39	840	44	5
840	4	840	45	5
840	7	840	46	5
840	1	840	47	5
840	12	840	48	5
840	1	840	49	5
840	3	840	50	5
-
70	3	70	1	1
70	3	70	2	1
70	1	70	3	1
70	1	70	4	1
70	1	70	5	1
70	1	70	6	1
70	1	70	7	1
70	2	70	8	1
70	1	70	9	1
70	1	70	10	1
