140	68	140	1	1
140	2	140	2	1
140	8	140	3	1
140	69	140	4	2
140	3	140	5	2
140	24	140	6	2
-
100	1	100	1	1
100	1	100	2	1
100	1	100	3	1
100	1	100	4	1
100	1	100	5	1
100	6	100	6	2
100	6	100	7	2
100	28	100	8	2
100	8	100	9	2
100	21	100	10	2
80	1	80	11	3
80	1	80	12	3
80	1	80	13	3
80	1	80	14	3
80	1	80	15	3
60	1	60	16	4
60	2	60	17	4
60	2	60	18	4
60	5	60	19	4
60	2	60	20	4
160	2	160	21	5
160	2	160	22	5
160	1	160	23	5
160	1	160	24	5
160	1	160	25	5
100	13	100	26	6
100	8	100	27	6
100	6	100	28	6
100	2	100	29	6
100	6	100	30	6
-
150	25	150	1	1
150	45	150	2	1
50	4	50	3	2
50	22	50	4	2
-
200	1	200	1	1
200	1	200	2	1
200	2	200	3	1
200	3	200	4	1
200	1	200	5	1
160	9	160	6	2
160	3	160	7	2
160	2	160	8	2
160	4	160	9	2
160	2	160	10	2
60	2	60	11	3
60	1	60	12	3
60	4	60	13	3
60	1	60	14	3
60	2	60	15	3
80	1	80	16	4
80	4	80	17	4
80	1	80	18	4
80	6	80	19	4
80	6	80	20	4
-
100	18	100	1	1
100	3	100	2	1
100	29	100	3	1
100	5	100	4	1
100	9	100	5	1
160	18	160	6	2
160	25	160	7	2
160	4	160	8	2
160	4	160	9	2
160	4	160	10	2
160	65	160	11	3
160	6	160	12	3
160	31	160	13	3
160	17	160	14	3
160	10	160	15	3
-
80	14	80	1	1
80	11	80	2	1
80	9	80	3	1
80	4	80	4	1
200	32	200	5	2
200	6	200	6	2
200	7	200	7	2
200	3	200	8	2
160	8	160	9	3
160	2	160	10	3
160	5	160	11	3
160	3	160	12	3
120	5	120	13	4
120	1	120	14	4
120	2	120	15	4
120	3	120	16	4
-
50	1	50	1	1
50	1	50	2	1
60	2	60	3	2
60	4	60	4	2
140	19	140	5	3
140	5	140	6	3
-
160	5	160	1	1
160	4	160	2	1
60	4	60	3	2
60	2	60	4	2
160	1	160	5	3
160	1	160	6	3
80	4	80	7	4
80	4	80	8	4
140	1	140	9	5
140	1	140	10	5
120	11	120	11	6
120	1	120	12	6
180	3	180	13	7
180	2	180	14	7
120	14	120	15	8
120	4	120	16	8
-
160	18	160	1	1
160	26	160	2	1
160	19	160	3	1
150	4	150	4	2
150	88	150	5	2
150	23	150	6	2
-
180	8	180	1	1
180	9	180	2	1
180	1	180	3	1
50	16	50	4	2
50	27	50	5	2
50	2	50	6	2
180	3	180	7	3
180	3	180	8	3
180	7	180	9	3
80	1	80	10	4
80	1	80	11	4
80	1	80	12	4
150	9	150	13	5
150	26	150	14	5
150	3	150	15	5
180	4	180	16	6
180	35	180	17	6
180	72	180	18	6
-
150	11	150	1	1
150	3	150	2	1
150	5	150	3	1
120	8	120	4	2
120	7	120	5	2
120	3	120	6	2
80	1	80	7	3
80	1	80	8	3
80	1	80	9	3
-
180	44	180	1	1
180	17	180	2	1
180	16	180	3	1
140	3	140	4	2
140	29	140	5	2
140	2	140	6	2
200	2	200	7	3
200	1	200	8	3
200	2	200	9	3
200	9	200	10	4
200	6	200	11	4
200	7	200	12	4
140	8	140	13	5
140	7	140	14	5
140	1	140	15	5
180	8	180	16	6
180	6	180	17	6
180	4	180	18	6
-
80	19	80	1	1
80	6	80	2	1
80	7	80	3	1
80	8	80	4	1
50	4	50	5	2
50	9	50	6	2
50	1	50	7	2
50	2	50	8	2
100	14	100	9	3
100	15	100	10	3
100	3	100	11	3
100	9	100	12	3
-
60	1	60	1	1
60	1	60	2	1
60	1	60	3	1
200	5	200	4	2
200	10	200	5	2
200	18	200	6	2
200	9	200	7	3
200	1	200	8	3
200	11	200	9	3
60	1	60	10	4
60	3	60	11	4
60	5	60	12	4
80	2	80	13	5
80	12	80	14	5
80	2	80	15	5
-
50	2	50	1	1
50	3	50	2	1
80	2	80	3	2
80	5	80	4	2
50	3	50	5	3
50	5	50	6	3
100	10	100	7	4
100	8	100	8	4
180	21	180	9	5
180	2	180	10	5
60	3	60	11	6
60	26	60	12	6
160	3	160	13	7
160	5	160	14	7
120	43	120	15	8
120	27	120	16	8
-
120	5	120	1	1
120	62	120	2	1
120	15	120	3	1
100	4	100	4	2
100	12	100	5	2
100	6	100	6	2
-
100	1	100	1	1
100	1	100	2	1
100	1	100	3	1
100	1	100	4	1
200	3	200	5	2
200	3	200	6	2
200	2	200	7	2
200	7	200	8	2
120	1	120	9	3
120	1	120	10	3
120	1	120	11	3
120	1	120	12	3
180	1	180	13	4
180	1	180	14	4
180	2	180	15	4
180	1	180	16	4
200	6	200	17	5
200	3	200	18	5
200	2	200	19	5
200	2	200	20	5
-
100	19	100	1	1
100	25	100	2	1
150	3	150	3	2
150	9	150	4	2
60	4	60	5	3
60	11	60	6	3
100	3	100	7	4
100	4	100	8	4
50	11	50	9	5
50	6	50	10	5
80	24	80	11	6
80	15	80	12	6
50	2	50	13	7
50	1	50	14	7
-
200	3	200	1	1
200	18	200	2	1
140	1	140	3	2
140	1	140	4	2
140	8	140	5	3
140	1	140	6	3
120	6	120	7	4
120	8	120	8	4
60	1	60	9	5
60	1	60	10	5
50	7	50	11	6
50	5	50	12	6
120	30	120	13	7
120	16	120	14	7
150	4	150	15	8
150	15	150	16	8
-
60	2	60	1	1
60	2	60	2	1
50	1	50	3	2
50	1	50	4	2
180	10	180	5	3
180	4	180	6	3
-
200	17	200	1	1
200	63	200	2	1
200	14	200	3	1
200	11	200	4	2
200	15	200	5	2
200	16	200	6	2
100	1	100	7	3
