410	3	410	1	1
410	3	410	2	1
410	4	410	3	1
410	4	410	4	1
410	10	410	5	1
410	11	410	6	1
410	1	410	7	1
410	5	410	8	1
410	3	410	9	1
410	3	410	10	1
1050	2	1050	11	2
1050	34	1050	12	2
1050	20	1050	13	2
1050	8	1050	14	2
1050	19	1050	15	2
1050	20	1050	16	2
1050	20	1050	17	2
1050	2	1050	18	2
1050	50	1050	19	2
1050	12	1050	20	2
4460	46	4460	21	3
4460	124	4460	22	3
4460	14	4460	23	3
4460	144	4460	24	3
4460	78	4460	25	3
4460	78	4460	26	3
4460	30	4460	27	3
4460	15	4460	28	3
4460	443	4460	29	3
4460	80	4460	30	3
5260	22	5260	31	4
5260	57	5260	32	4
5260	35	5260	33	4
5260	61	5260	34	4
5260	291	5260	35	4
5260	23	5260	36	4
5260	30	5260	37	4
5260	37	5260	38	4
5260	77	5260	39	4
5260	527	5260	40	4
6210	31	6210	41	5
6210	108	6210	42	5
6210	147	6210	43	5
6210	111	6210	44	5
6210	11	6210	45	5
6210	154	6210	46	5
6210	164	6210	47	5
6210	99	6210	48	5
6210	55	6210	49	5
6210	104	6210	50	5
9100	142	9100	51	6
9100	3	9100	52	6
9100	72	9100	53	6
9100	36	9100	54	6
9100	65	9100	55	6
9100	95	9100	56	6
9100	186	9100	57	6
9100	75	9100	58	6
9100	60	9100	59	6
9100	121	9100	60	6
-
50	1	50	1	1
50	1	50	2	1
50	1	50	3	1
50	1	50	4	1
50	1	50	5	1
50	1	50	6	1
50	1	50	7	1
50	1	50	8	1
50	1	50	9	1
50	1	50	10	1
710	7	710	11	2
710	18	710	12	2
710	51	710	13	2
710	4	710	14	2
710	5	710	15	2
710	2	710	16	2
710	1	710	17	2
710	5	710	18	2
710	12	710	19	2
710	12	710	20	2
3550	33	3550	21	3
3550	9	3550	22	3
3550	16	3550	23	3
3550	106	3550	24	3
3550	26	3550	25	3
3550	11	3550	26	3
3550	147	3550	27	3
3550	13	3550	28	3
3550	142	3550	29	3
3550	4	3550	30	3
5080	170	5080	31	4
5080	195	5080	32	4
5080	100	5080	33	4
5080	47	5080	34	4
5080	64	5080	35	4
5080	2	5080	36	4
5080	117	5080	37	4
5080	259	5080	38	4
5080	347	5080	39	4
5080	29	5080	40	4
7760	219	7760	41	5
7760	20	7760	42	5
7760	26	7760	43	5
7760	32	7760	44	5
7760	28	7760	45	5
7760	54	7760	46	5
7760	185	7760	47	5
7760	86	7760	48	5
7760	16	7760	49	5
7760	268	7760	50	5
9110	12	9110	51	6
9110	301	9110	52	6
9110	5	9110	53	6
9110	385	9110	54	6
9110	6	9110	55	6
9110	16	9110	56	6
9110	62	9110	57	6
9110	61	9110	58	6
9110	26	9110	59	6
9110	354	9110	60	6
-
350	1	350	1	1
350	9	350	2	1
350	28	350	3	1
350	1	350	4	1
350	12	350	5	1
350	12	350	6	1
350	1	350	7	1
350	2	350	8	1
350	15	350	9	1
350	6	350	10	1
1600	28	1600	11	2
1600	8	1600	12	2
1600	24	1600	13	2
1600	4	1600	14	2
1600	27	1600	15	2
1600	40	1600	16	2
1600	1	1600	17	2
1600	5	1600	18	2
1600	96	1600	19	2
1600	5	1600	20	2
5430	102	5430	21	3
5430	10	5430	22	3
5430	28	5430	23	3
5430	46	5430	24	3
5430	15	5430	25	3
5430	18	5430	26	3
5430	59	5430	27	3
5430	18	5430	28	3
5430	101	5430	29	3
5430	66	5430	30	3
5450	271	5450	31	4
5450	129	5450	32	4
5450	8	5450	33	4
5450	15	5450	34	4
5450	82	5450	35	4
5450	210	5450	36	4
5450	126	5450	37	4
5450	93	5450	38	4
5450	27	5450	39	4
5450	10	5450	40	4
5710	100	5710	41	5
5710	141	5710	42	5
5710	220	5710	43	5
5710	102	5710	44	5
5710	159	5710	45	5
5710	79	5710	46	5
5710	162	5710	47	5
5710	134	5710	48	5
5710	47	5710	49	5
5710	232	5710	50	5
9920	70	9920	51	6
9920	9	9920	52	6
9920	141	9920	53	6
9920	143	9920	54	6
9920	69	9920	55	6
9920	74	9920	56	6
9920	312	9920	57	6
9920	51	9920	58	6
9920	59	9920	59	6
9920	57	9920	60	6
-
100	2	100	1	1
